,num_labels,silhouette,eps,comp,sample_value
0,-1.0,0.0,0.0,25.0,5.0
0,-1.0,0.0,0.0,25.0,10.0
0,-1.0,0.0,0.0,25.0,20.0
0,-1.0,0.0,0.0,25.0,50.0
0,-1.0,0.0,0.0,25.0,100.0
0,-1.0,0.0,0.0,25.0,200.0
0,125.0,0.513338180607449,0.0013333333333333333,25.0,5.0
0,29.0,0.493223501347613,0.0013333333333333333,25.0,10.0
0,6.0,0.4808310271799989,0.0013333333333333333,25.0,20.0
0,0.0,0.6627140172014642,0.0013333333333333333,25.0,50.0
0,0.0,0.6448344938614423,0.0013333333333333333,25.0,100.0
0,0.0,0.6309562642189608,0.0013333333333333333,25.0,200.0
0,108.0,0.6805223924874509,0.0026666666666666666,25.0,5.0
0,45.0,0.6590113618426828,0.0026666666666666666,25.0,10.0
0,9.0,0.6401367241238998,0.0026666666666666666,25.0,20.0
0,0.0,0.7616046362299853,0.0026666666666666666,25.0,50.0
0,0.0,0.7506089944144241,0.0026666666666666666,25.0,100.0
0,0.0,0.742450494896086,0.0026666666666666666,25.0,200.0
0,85.0,0.77484998565174,0.004,25.0,5.0
0,45.0,0.7547795750374031,0.004,25.0,10.0
0,17.0,0.7016758586970913,0.004,25.0,20.0
0,0.0,0.7914708587078538,0.004,25.0,50.0
0,0.0,0.7848837761188014,0.004,25.0,100.0
0,0.0,0.7795797256145605,0.004,25.0,200.0
0,72.0,0.8211944189922752,0.005333333333333333,25.0,5.0
0,41.0,0.8071681215880587,0.005333333333333333,25.0,10.0
0,16.0,0.7462687122479322,0.005333333333333333,25.0,20.0
0,2.0,0.7919244378201789,0.005333333333333333,25.0,50.0
0,0.0,0.7982725536726161,0.005333333333333333,25.0,100.0
0,0.0,0.7957199222865582,0.005333333333333333,25.0,200.0
0,63.0,0.8261482868063174,0.006666666666666666,25.0,5.0
0,31.0,0.8236709166421923,0.006666666666666666,25.0,10.0
0,17.0,0.8004090618847237,0.006666666666666666,25.0,20.0
0,4.0,0.7942452581910978,0.006666666666666666,25.0,50.0
0,0.0,0.8047110379761835,0.006666666666666666,25.0,100.0
0,0.0,0.8021337382883549,0.006666666666666666,25.0,200.0
0,60.0,0.8543485873360352,0.008,25.0,5.0
0,28.0,0.8493611454717348,0.008,25.0,10.0
0,18.0,0.8384699987055715,0.008,25.0,20.0
0,8.0,0.7669078088436627,0.008,25.0,50.0
0,0.0,0.811610905876832,0.008,25.0,100.0
0,0.0,0.8076704891155234,0.008,25.0,200.0
0,53.0,0.8176622791697138,0.009333333333333332,25.0,5.0
0,27.0,0.8453488211527289,0.009333333333333332,25.0,10.0
0,22.0,0.8532104005647632,0.009333333333333332,25.0,20.0
0,7.0,0.827823734089627,0.009333333333333332,25.0,50.0
0,0.0,0.8158692503099443,0.009333333333333332,25.0,100.0
0,0.0,0.8130446817681494,0.009333333333333332,25.0,200.0
0,46.0,0.7932118475312645,0.010666666666666666,25.0,5.0
0,25.0,0.8154554657329158,0.010666666666666666,25.0,10.0
0,22.0,0.8474762298892092,0.010666666666666666,25.0,20.0
0,7.0,0.8347570547574523,0.010666666666666666,25.0,50.0
0,1.0,0.805872903760824,0.010666666666666666,25.0,100.0
0,0.0,0.8172707661724052,0.010666666666666666,25.0,200.0
0,44.0,0.8384218496677043,0.012,25.0,5.0
0,26.0,0.8524846214809869,0.012,25.0,10.0
0,22.0,0.8576649147412428,0.012,25.0,20.0
0,7.0,0.8370016334414633,0.012,25.0,50.0
0,1.0,0.8104566112258049,0.012,25.0,100.0
0,0.0,0.8209966358914922,0.012,25.0,200.0
0,40.0,0.8362895244126318,0.013333333333333332,25.0,5.0
0,24.0,0.8508436474572434,0.013333333333333332,25.0,10.0
0,17.0,0.8603393901971436,0.013333333333333332,25.0,20.0
0,7.0,0.8404425209561645,0.013333333333333332,25.0,50.0
0,3.0,0.8121795534485468,0.013333333333333332,25.0,100.0
0,0.0,0.822590937266845,0.013333333333333332,25.0,200.0
0,38.0,0.8314065620453275,0.014666666666666666,25.0,5.0
0,23.0,0.8363504348547118,0.014666666666666666,25.0,10.0
0,15.0,0.8494370966721236,0.014666666666666666,25.0,20.0
0,9.0,0.8450754699174452,0.014666666666666666,25.0,50.0
0,4.0,0.8208699761316631,0.014666666666666666,25.0,100.0
0,0.0,0.8241992787412382,0.014666666666666666,25.0,200.0
0,35.0,0.8258877385506429,0.016,25.0,5.0
0,22.0,0.8317253435367497,0.016,25.0,10.0
0,14.0,0.8393423147764024,0.016,25.0,20.0
0,10.0,0.8287107498712553,0.016,25.0,50.0
0,3.0,0.8237057835356855,0.016,25.0,100.0
0,0.0,0.825133283005375,0.016,25.0,200.0
0,32.0,0.8275813190675817,0.017333333333333333,25.0,5.0
0,22.0,0.8315458954967466,0.017333333333333333,25.0,10.0
0,12.0,0.8344536383100075,0.017333333333333333,25.0,20.0
0,10.0,0.8327257541923538,0.017333333333333333,25.0,50.0
0,4.0,0.8295457013989493,0.017333333333333333,25.0,100.0
0,0.0,0.8258732899536972,0.017333333333333333,25.0,200.0
0,30.0,0.8213174996207889,0.018666666666666665,25.0,5.0
0,22.0,0.8263372779897967,0.018666666666666665,25.0,10.0
0,11.0,0.8280944957525329,0.018666666666666665,25.0,20.0
0,8.0,0.8234134629936793,0.018666666666666665,25.0,50.0
0,5.0,0.8347194983900534,0.018666666666666665,25.0,100.0
0,0.0,0.8268186944619866,0.018666666666666665,25.0,200.0
0,141.0,0.6135963391013853,0.005,50.0,5.0
0,64.0,0.5824552554904125,0.005,50.0,10.0
0,11.0,0.5725510833501273,0.005,50.0,20.0
0,0.0,0.6788993366518845,0.005,50.0,50.0
0,0.0,0.6742425680007159,0.005,50.0,100.0
0,0.0,0.6689662213308061,0.005,50.0,200.0
0,126.0,0.7104101712719716,0.008,50.0,5.0
0,56.0,0.6934859836036315,0.008,50.0,10.0
0,21.0,0.6908365603382419,0.008,50.0,20.0
0,2.0,0.7035944185641915,0.008,50.0,50.0
0,0.0,0.7171380821408684,0.008,50.0,100.0
0,0.0,0.7149052358381792,0.008,50.0,200.0
0,95.0,0.7580247470678512,0.011,50.0,5.0
0,49.0,0.7625590989205597,0.011,50.0,10.0
0,32.0,0.7486315876452865,0.011,50.0,20.0
0,7.0,0.6790225200518811,0.011,50.0,50.0
0,0.0,0.7313329314186985,0.011,50.0,100.0
0,0.0,0.7304181550258642,0.011,50.0,200.0
0,84.0,0.8119641869376705,0.014000000000000002,50.0,5.0
0,46.0,0.8052777955844735,0.014000000000000002,50.0,10.0
0,34.0,0.7729731047174966,0.014000000000000002,50.0,20.0
0,8.0,0.7174668288430565,0.014000000000000002,50.0,50.0
0,2.0,0.7201185325306975,0.014000000000000002,50.0,100.0
0,0.0,0.7369536938060177,0.014000000000000002,50.0,200.0
0,80.0,0.8040799380927969,0.017,50.0,5.0
0,50.0,0.8034109188722895,0.017,50.0,10.0
0,32.0,0.7740766453999507,0.017,50.0,20.0
0,8.0,0.7548166522842333,0.017,50.0,50.0
0,3.0,0.7311901961151326,0.017,50.0,100.0
0,0.0,0.7423982909762408,0.017,50.0,200.0
0,73.0,0.7969884613539973,0.02,50.0,5.0
0,44.0,0.7955200518018045,0.02,50.0,10.0
0,30.0,0.7926628275264774,0.02,50.0,20.0
0,10.0,0.7650123676704904,0.02,50.0,50.0
0,3.0,0.7363021896347233,0.02,50.0,100.0
0,0.0,0.7459611531848143,0.02,50.0,200.0
0,61.0,0.7850053770910109,0.023000000000000003,50.0,5.0
0,43.0,0.7801507136547431,0.023000000000000003,50.0,10.0
0,28.0,0.7892543616828399,0.023000000000000003,50.0,20.0
0,12.0,0.7589176348631252,0.023000000000000003,50.0,50.0
0,6.0,0.7496723691577748,0.023000000000000003,50.0,100.0
0,0.0,0.7484016758525691,0.023000000000000003,50.0,200.0
0,57.0,0.7732018252659786,0.026000000000000002,50.0,5.0
0,39.0,0.7701733190350676,0.026000000000000002,50.0,10.0
0,25.0,0.770295019511277,0.026000000000000002,50.0,20.0
0,13.0,0.7354811815695331,0.026000000000000002,50.0,50.0
0,5.0,0.7439268475714097,0.026000000000000002,50.0,100.0
0,0.0,0.7503057564348636,0.026000000000000002,50.0,200.0
0,51.0,0.7573527778437331,0.029,50.0,5.0
0,37.0,0.7594910621422286,0.029,50.0,10.0
0,22.0,0.7647853162132328,0.029,50.0,20.0
0,13.0,0.7622333642229555,0.029,50.0,50.0
0,3.0,0.7437994957492999,0.029,50.0,100.0
0,0.0,0.7541073781314557,0.029,50.0,200.0
0,43.0,0.7330660231005116,0.032,50.0,5.0
0,31.0,0.7391861869919242,0.032,50.0,10.0
0,18.0,0.7659654642629847,0.032,50.0,20.0
0,13.0,0.7638651342855048,0.032,50.0,50.0
0,1.0,0.7352633096105892,0.032,50.0,100.0
0,0.0,0.7602452849536974,0.032,50.0,200.0
0,37.0,0.7225447851306237,0.034999999999999996,50.0,5.0
0,26.0,0.7335143815047194,0.034999999999999996,50.0,10.0
0,13.0,0.7657143033105354,0.034999999999999996,50.0,20.0
0,10.0,0.7580488681837847,0.034999999999999996,50.0,50.0
0,1.0,0.7357178698307373,0.034999999999999996,50.0,100.0
0,0.0,0.7713441122428724,0.034999999999999996,50.0,200.0
0,32.0,0.7470270367910765,0.038,50.0,5.0
0,23.0,0.7522849306793549,0.038,50.0,10.0
0,10.0,0.7594633663703936,0.038,50.0,20.0
0,8.0,0.7538648454438229,0.038,50.0,50.0
0,0.0,0.7791765951743963,0.038,50.0,100.0
0,0.0,0.7770320070669217,0.038,50.0,200.0
0,29.0,0.7320014993531285,0.041,50.0,5.0
0,19.0,0.7404392362969072,0.041,50.0,10.0
0,9.0,0.7534191648441335,0.041,50.0,20.0
0,5.0,0.7431023163704746,0.041,50.0,50.0
0,0.0,0.7868034268743714,0.041,50.0,100.0
0,0.0,0.7821746946384882,0.041,50.0,200.0
0,23.0,0.7528254775757117,0.044,50.0,5.0
0,13.0,0.7623913963842789,0.044,50.0,10.0
0,9.0,0.7668507653294275,0.044,50.0,20.0
0,5.0,0.7468240456392446,0.044,50.0,50.0
0,0.0,0.7923711283249488,0.044,50.0,100.0
0,0.0,0.7885931162840789,0.044,50.0,200.0
0,21.0,0.7556467307648157,0.047,50.0,5.0
0,13.0,0.7755255129946863,0.047,50.0,10.0
0,10.0,0.7674524520108309,0.047,50.0,20.0
0,0.0,0.8175538698223923,0.047,50.0,50.0
0,0.0,0.7998345711995624,0.047,50.0,100.0
0,0.0,0.7959229373331728,0.047,50.0,200.0
0,211.0,0.31831649875124834,0.005,100.0,5.0
0,46.0,0.3074437276883782,0.005,100.0,10.0
0,6.0,0.337702112800905,0.005,100.0,20.0
0,0.0,0.47505954496819935,0.005,100.0,50.0
0,0.0,0.4677211213219947,0.005,100.0,100.0
0,0.0,0.46392452812823654,0.005,100.0,200.0
0,208.0,0.4454359922136703,0.008,100.0,5.0
0,70.0,0.47033044032428706,0.008,100.0,10.0
0,15.0,0.4790689913321759,0.008,100.0,20.0
0,0.0,0.5561525718867857,0.008,100.0,50.0
0,0.0,0.5499392890834123,0.008,100.0,100.0
0,0.0,0.545822287630436,0.008,100.0,200.0
0,184.0,0.5206494170732494,0.011,100.0,5.0
0,67.0,0.4935225856282856,0.011,100.0,10.0
0,21.0,0.5695151543456773,0.011,100.0,20.0
0,3.0,0.49964520618932007,0.011,100.0,50.0
0,0.0,0.5854811954956601,0.011,100.0,100.0
0,0.0,0.5835844183469426,0.011,100.0,200.0
0,170.0,0.6309998758402128,0.014000000000000002,100.0,5.0
0,77.0,0.6295851442912713,0.014000000000000002,100.0,10.0
0,30.0,0.6031635798144237,0.014000000000000002,100.0,20.0
0,6.0,0.5885066893830466,0.014000000000000002,100.0,50.0
0,0.0,0.6064855551874112,0.014000000000000002,100.0,100.0
0,0.0,0.6046206459625492,0.014000000000000002,100.0,200.0
0,159.0,0.6689389625221277,0.017,100.0,5.0
0,87.0,0.6540721090382569,0.017,100.0,10.0
0,37.0,0.6224220009085627,0.017,100.0,20.0
0,6.0,0.6042536039201177,0.017,100.0,50.0
0,0.0,0.6197525858268241,0.017,100.0,100.0
0,0.0,0.6185005344387609,0.017,100.0,200.0
0,152.0,0.6690702550176281,0.02,100.0,5.0
0,91.0,0.6705274465646824,0.02,100.0,10.0
0,42.0,0.6527943757612965,0.02,100.0,20.0
0,9.0,0.6144345529216307,0.02,100.0,50.0
0,1.0,0.595846660368444,0.02,100.0,100.0
0,0.0,0.6245721518193224,0.02,100.0,200.0
0,136.0,0.6761362645650043,0.023000000000000003,100.0,5.0
0,91.0,0.6599635387106094,0.023000000000000003,100.0,10.0
0,43.0,0.678727074474614,0.023000000000000003,100.0,20.0
0,9.0,0.6213014825433951,0.023000000000000003,100.0,50.0
0,3.0,0.5982129359423168,0.023000000000000003,100.0,100.0
0,0.0,0.6287634324742708,0.023000000000000003,100.0,200.0
0,125.0,0.7002219629530061,0.026000000000000002,100.0,5.0
0,87.0,0.7000239207217983,0.026000000000000002,100.0,10.0
0,46.0,0.6748055315108109,0.026000000000000002,100.0,20.0
0,8.0,0.6180733432892915,0.026000000000000002,100.0,50.0
0,3.0,0.6030130072117569,0.026000000000000002,100.0,100.0
0,0.0,0.632140274330282,0.026000000000000002,100.0,200.0
0,115.0,0.6790452073755222,0.029,100.0,5.0
0,83.0,0.6787354711421435,0.029,100.0,10.0
0,45.0,0.6555602420764494,0.029,100.0,20.0
0,10.0,0.6186328497469027,0.029,100.0,50.0
0,3.0,0.6012432526955308,0.029,100.0,100.0
0,0.0,0.6370612672547336,0.029,100.0,200.0
0,107.0,0.6595408194032434,0.032,100.0,5.0
0,72.0,0.6551288250964564,0.032,100.0,10.0
0,49.0,0.6570110915772671,0.032,100.0,20.0
0,11.0,0.6131456948800571,0.032,100.0,50.0
0,2.0,0.5966094941788775,0.032,100.0,100.0
0,0.0,0.6418949911143865,0.032,100.0,200.0
0,98.0,0.6798742451054531,0.034999999999999996,100.0,5.0
0,70.0,0.6626916920747346,0.034999999999999996,100.0,10.0
0,46.0,0.6775122088613053,0.034999999999999996,100.0,20.0
0,11.0,0.6374905165171595,0.034999999999999996,100.0,50.0
0,2.0,0.608540766299585,0.034999999999999996,100.0,100.0
0,0.0,0.6480592731067649,0.034999999999999996,100.0,200.0
0,86.0,0.6706047902084382,0.038,100.0,5.0
0,63.0,0.6772369309822759,0.038,100.0,10.0
0,35.0,0.6661649165941324,0.038,100.0,20.0
0,10.0,0.6397563172779772,0.038,100.0,50.0
0,0.0,0.6635599644055795,0.038,100.0,100.0
0,0.0,0.6596977127298519,0.038,100.0,200.0
0,74.0,0.6539347377931035,0.041,100.0,5.0
0,55.0,0.6662612705838352,0.041,100.0,10.0
0,32.0,0.6570201169198514,0.041,100.0,20.0
0,14.0,0.645303713341551,0.041,100.0,50.0
0,0.0,0.6701898255963056,0.041,100.0,100.0
0,0.0,0.6678928390269755,0.041,100.0,200.0
0,66.0,0.643842348592855,0.044,100.0,5.0
0,47.0,0.651283759877327,0.044,100.0,10.0
0,31.0,0.6508081914482108,0.044,100.0,20.0
0,11.0,0.6370741935563824,0.044,100.0,50.0
0,0.0,0.6748554961286078,0.044,100.0,100.0
0,0.0,0.672800909262542,0.044,100.0,200.0
0,60.0,0.6438830204968862,0.047,100.0,5.0
0,40.0,0.6421491260210221,0.047,100.0,10.0
0,26.0,0.6453142264040442,0.047,100.0,20.0
0,4.0,0.6399997177159259,0.047,100.0,50.0
0,0.0,0.6831032501563729,0.047,100.0,100.0
0,0.0,0.6794403891478263,0.047,100.0,200.0
0,259.0,0.49737331034798415,0.02,200.0,5.0
0,88.0,0.4800979922485196,0.02,200.0,10.0
0,34.0,0.4552573946509576,0.02,200.0,20.0
0,6.0,0.46350586648356723,0.02,200.0,50.0
0,0.0,0.4992243120795632,0.02,200.0,100.0
0,0.0,0.4983939569948234,0.02,200.0,200.0
0,248.0,0.5363431502371394,0.023333333333333334,200.0,5.0
0,104.0,0.5430074720272705,0.023333333333333334,200.0,10.0
0,39.0,0.5263357652403583,0.023333333333333334,200.0,20.0
0,7.0,0.4754404941800537,0.023333333333333334,200.0,50.0
0,0.0,0.5103043552949201,0.023333333333333334,200.0,100.0
0,0.0,0.5095666451393752,0.023333333333333334,200.0,200.0
0,235.0,0.5916467224935378,0.02666666666666667,200.0,5.0
0,116.0,0.5774545898803255,0.02666666666666667,200.0,10.0
0,44.0,0.539377915596981,0.02666666666666667,200.0,20.0
0,9.0,0.4858388604204146,0.02666666666666667,200.0,50.0
0,1.0,0.4684803841985089,0.02666666666666667,200.0,100.0
0,0.0,0.5174156176128831,0.02666666666666667,200.0,200.0
0,232.0,0.5834133248097835,0.030000000000000002,200.0,5.0
0,118.0,0.577231423832417,0.030000000000000002,200.0,10.0
0,43.0,0.5366563397113657,0.030000000000000002,200.0,20.0
0,9.0,0.4903782924508488,0.030000000000000002,200.0,50.0
0,1.0,0.4729856546397633,0.030000000000000002,200.0,100.0
0,0.0,0.5228820918712086,0.030000000000000002,200.0,200.0
0,224.0,0.5883515218595843,0.03333333333333334,200.0,5.0
0,126.0,0.5912995272385465,0.03333333333333334,200.0,10.0
0,46.0,0.5448308584631866,0.03333333333333334,200.0,20.0
0,8.0,0.48691498741535555,0.03333333333333334,200.0,50.0
0,2.0,0.4699834837000834,0.03333333333333334,200.0,100.0
0,0.0,0.528627557191647,0.03333333333333334,200.0,200.0
0,216.0,0.5738204724017024,0.03666666666666667,200.0,5.0
0,128.0,0.5924354254262076,0.03666666666666667,200.0,10.0
0,46.0,0.5494117063466035,0.03666666666666667,200.0,20.0
0,11.0,0.5041819119751273,0.03666666666666667,200.0,50.0
0,3.0,0.47337997876294174,0.03666666666666667,200.0,100.0
0,0.0,0.5341351768468351,0.03666666666666667,200.0,200.0
0,199.0,0.5991864898239998,0.04000000000000001,200.0,5.0
0,128.0,0.5956204793343169,0.04000000000000001,200.0,10.0
0,45.0,0.5608583433534369,0.04000000000000001,200.0,20.0
0,7.0,0.5127846854529999,0.04000000000000001,200.0,50.0
0,1.0,0.48266837896917125,0.04000000000000001,200.0,100.0
0,0.0,0.5407184936287954,0.04000000000000001,200.0,200.0
0,187.0,0.5724017732502912,0.043333333333333335,200.0,5.0
0,121.0,0.5960776205304397,0.043333333333333335,200.0,10.0
0,49.0,0.5568737388351622,0.043333333333333335,200.0,20.0
0,9.0,0.5169684659992099,0.043333333333333335,200.0,50.0
0,0.0,0.560551512953674,0.043333333333333335,200.0,100.0
0,0.0,0.5550691492176199,0.043333333333333335,200.0,200.0
0,178.0,0.5899145702033292,0.046666666666666676,200.0,5.0
0,113.0,0.5764745907414175,0.046666666666666676,200.0,10.0
0,46.0,0.5462658178680049,0.046666666666666676,200.0,20.0
0,9.0,0.5177092664094912,0.046666666666666676,200.0,50.0
0,0.0,0.5643691009811226,0.046666666666666676,200.0,100.0
0,0.0,0.562680088373757,0.046666666666666676,200.0,200.0
0,160.0,0.5870338110532507,0.05,200.0,5.0
0,104.0,0.5746552298560722,0.05,200.0,10.0
0,45.0,0.5532911684401457,0.05,200.0,20.0
0,4.0,0.526547214389149,0.05,200.0,50.0
0,0.0,0.5738600703815305,0.05,200.0,100.0
0,0.0,0.5726950533431181,0.05,200.0,200.0
0,145.0,0.5745873400911881,0.053333333333333344,200.0,5.0
0,100.0,0.5635624985546209,0.053333333333333344,200.0,10.0
0,47.0,0.549852095632499,0.053333333333333344,200.0,20.0
0,4.0,0.5277177031425934,0.053333333333333344,200.0,50.0
0,0.0,0.5811467408025229,0.053333333333333344,200.0,100.0
0,0.0,0.580175394359878,0.053333333333333344,200.0,200.0
0,130.0,0.5826572384909732,0.05666666666666667,200.0,5.0
0,89.0,0.5770902887396169,0.05666666666666667,200.0,10.0
0,37.0,0.560026300242704,0.05666666666666667,200.0,20.0
0,3.0,0.5354638073627199,0.05666666666666667,200.0,50.0
0,0.0,0.5858520298050329,0.05666666666666667,200.0,100.0
0,0.0,0.5848995276100051,0.05666666666666667,200.0,200.0
0,117.0,0.5716248958167383,0.06000000000000001,200.0,5.0
0,79.0,0.5692523693519159,0.06000000000000001,200.0,10.0
0,36.0,0.5541286844170498,0.06000000000000001,200.0,20.0
0,2.0,0.5380266595029215,0.06000000000000001,200.0,50.0
0,0.0,0.5962439628890727,0.06000000000000001,200.0,100.0
0,0.0,0.5937525755478715,0.06000000000000001,200.0,200.0
0,104.0,0.5720797336117767,0.06333333333333334,200.0,5.0
0,72.0,0.570238199946126,0.06333333333333334,200.0,10.0
0,33.0,0.5646250728297384,0.06333333333333334,200.0,20.0
0,0.0,0.6090019532835272,0.06333333333333334,200.0,50.0
0,0.0,0.6020491906390144,0.06333333333333334,200.0,100.0
0,0.0,0.6005161585869058,0.06333333333333334,200.0,200.0
0,92.0,0.5559830200456463,0.06666666666666668,200.0,5.0
0,58.0,0.5581482089279278,0.06666666666666668,200.0,10.0
0,29.0,0.5668814706161189,0.06666666666666668,200.0,20.0
0,0.0,0.6165600107269245,0.06666666666666668,200.0,50.0
0,0.0,0.6111788714730325,0.06666666666666668,200.0,100.0
0,0.0,0.6092779304864891,0.06666666666666668,200.0,200.0
0,321.0,0.4559744835918065,0.05,400.0,5.0
0,126.0,0.43281883039763325,0.05,400.0,10.0
0,36.0,0.3928385088896573,0.05,400.0,20.0
0,3.0,0.3540134536298124,0.05,400.0,50.0
0,0.0,0.4227333474304274,0.05,400.0,100.0
0,0.0,0.42250856480078086,0.05,400.0,200.0
0,285.0,0.43788302227666004,0.060000000000000005,400.0,5.0
0,123.0,0.4202163725726455,0.060000000000000005,400.0,10.0
0,28.0,0.3806326508056343,0.060000000000000005,400.0,20.0
0,2.0,0.38377395081024573,0.060000000000000005,400.0,50.0
0,0.0,0.44619526441068713,0.060000000000000005,400.0,100.0
0,0.0,0.4456118386883144,0.060000000000000005,400.0,200.0
0,249.0,0.46790914322942095,0.07,400.0,5.0
0,119.0,0.4435645071019742,0.07,400.0,10.0
0,21.0,0.40878987011300183,0.07,400.0,20.0
0,0.0,0.4759697546531089,0.07,400.0,50.0
0,0.0,0.47168949420961875,0.07,400.0,100.0
0,0.0,0.4693613807471297,0.07,400.0,200.0
0,206.0,0.4441397562035847,0.08000000000000002,400.0,5.0
0,100.0,0.42848462380905583,0.08000000000000002,400.0,10.0
0,12.0,0.40171948991419115,0.08000000000000002,400.0,20.0
0,0.0,0.4953625999943395,0.08000000000000002,400.0,50.0
0,0.0,0.4917269053505302,0.08000000000000002,400.0,100.0
0,0.0,0.49041316979473926,0.08000000000000002,400.0,200.0
0,156.0,0.4279708175872985,0.09000000000000001,400.0,5.0
0,72.0,0.4394087507151531,0.09000000000000001,400.0,10.0
0,5.0,0.42910997371301024,0.09000000000000001,400.0,20.0
0,0.0,0.5159596270631926,0.09000000000000001,400.0,50.0
0,0.0,0.5122927286097715,0.09000000000000001,400.0,100.0
0,0.0,0.5121003481597025,0.09000000000000001,400.0,200.0
0,125.0,0.4339607011001376,0.1,400.0,5.0
0,56.0,0.4319405073324639,0.1,400.0,10.0
0,5.0,0.42528417488931863,0.1,400.0,20.0
0,0.0,0.5375948561402566,0.1,400.0,50.0
0,0.0,0.5347412412471207,0.1,400.0,100.0
0,0.0,0.5343839689584081,0.1,400.0,200.0
0,90.0,0.41779599344921475,0.11000000000000001,400.0,5.0
0,35.0,0.41496059294779675,0.11000000000000001,400.0,10.0
0,1.0,0.4191843904848693,0.11000000000000001,400.0,20.0
0,0.0,0.55714454891833,0.11000000000000001,400.0,50.0
0,0.0,0.554654441582614,0.11000000000000001,400.0,100.0
0,0.0,0.5542943200993625,0.11000000000000001,400.0,200.0
0,74.0,0.44517995410638483,0.12000000000000001,400.0,5.0
0,24.0,0.5098308210496875,0.12000000000000001,400.0,10.0
0,0.0,0.586347552006129,0.12000000000000001,400.0,20.0
0,0.0,0.5770346899533456,0.12000000000000001,400.0,50.0
0,0.0,0.5734164654593095,0.12000000000000001,400.0,100.0
0,0.0,0.5723874254897692,0.12000000000000001,400.0,200.0
0,55.0,0.49028450003709795,0.13,400.0,5.0
0,13.0,0.5371292388142866,0.13,400.0,10.0
0,0.0,0.6046772492654098,0.13,400.0,20.0
0,0.0,0.594123659694529,0.13,400.0,50.0
0,0.0,0.5919292531283814,0.13,400.0,100.0
0,0.0,0.5901795626522321,0.13,400.0,200.0
0,41.0,0.5355988907614694,0.14,400.0,5.0
0,8.0,0.5334341192357112,0.14,400.0,10.0
0,0.0,0.6199774714451268,0.14,400.0,20.0
0,0.0,0.6116496640056261,0.14,400.0,50.0
0,0.0,0.6093799009936138,0.14,400.0,100.0
0,0.0,0.6087343631437493,0.14,400.0,200.0
0,29.0,0.5314180561455131,0.15000000000000002,400.0,5.0
0,8.0,0.5316879282432191,0.15000000000000002,400.0,10.0
0,0.0,0.6343619518173966,0.15000000000000002,400.0,20.0
0,0.0,0.6270618707564791,0.15000000000000002,400.0,50.0
0,0.0,0.6258229812086913,0.15000000000000002,400.0,100.0
0,0.0,0.6245623787549647,0.15000000000000002,400.0,200.0
0,27.0,0.5288832971694974,0.16000000000000003,400.0,5.0
0,4.0,0.5278865643776962,0.16000000000000003,400.0,10.0
0,0.0,0.6447491371769921,0.16000000000000003,400.0,20.0
0,0.0,0.638792953363005,0.16000000000000003,400.0,50.0
0,0.0,0.6366684129997291,0.16000000000000003,400.0,100.0
0,0.0,0.636292275856669,0.16000000000000003,400.0,200.0
0,25.0,0.5265622085370534,0.17000000000000004,400.0,5.0
0,3.0,0.5249588804859558,0.17000000000000004,400.0,10.0
0,0.0,0.6539536704116047,0.17000000000000004,400.0,20.0
0,0.0,0.6494381168341071,0.17000000000000004,400.0,50.0
0,0.0,0.648373422888913,0.17000000000000004,400.0,100.0
0,0.0,0.6478375699730385,0.17000000000000004,400.0,200.0
0,23.0,0.5244673427317498,0.18000000000000005,400.0,5.0
0,1.0,0.5220944380734126,0.18000000000000005,400.0,10.0
0,0.0,0.6636690788156144,0.18000000000000005,400.0,20.0
0,0.0,0.6599104232806635,0.18000000000000005,400.0,50.0
0,0.0,0.6582408731753835,0.18000000000000005,400.0,100.0
0,0.0,0.6579475426368188,0.18000000000000005,400.0,200.0
0,20.0,0.5223084296945867,0.19,400.0,5.0
0,1.0,0.5195098305089201,0.19,400.0,10.0
0,0.0,0.6710240179053981,0.19,400.0,20.0
0,0.0,0.6685946670063269,0.19,400.0,50.0
0,0.0,0.6677651742275146,0.19,400.0,100.0
0,0.0,0.6677186614746949,0.19,400.0,200.0
